Systematic name 1	Systematic name 2	Pair is WGD	Pair is SL (NaN indicates pair was not screened)
YFL011W	YHR094C	0	0
YFL011W	YLR081W	0	0
YFL011W	YJL214W	0	0
YFL011W	YNR072W	0	NaN
YFL011W	YJR158W	0	NaN
YFL011W	YNL318C	0	0
YFL037W	YML085C	0	NaN
YFL037W	YML124C	0	1
YFL038C	YGL210W	0	0
YFL038C	YLR262C	0	1
YFL038C	YML001W	0	0
YFL038C	YOR089C	0	0
YFL038C	YNL093W	0	0
YFL038C	YNL090W	0	0
YFL039C	YHR129C	0	1
YFL039C	YJR065C	0	0
YFL041W	YMR058W	0	0
YFL050C	YOL130W	0	0
YFL052W	YPR196W	0	NaN
YFL052W	YGR288W	0	0
YFL053W	YML070W	0	0
YFL055W	YKR039W	0	0
YFL055W	YNL268W	0	NaN
YFL055W	YNL270C	0	0
YFL055W	YGR191W	0	NaN
YFL055W	YPL265W	0	NaN
YFL057C	YOL165C	0	NaN
YFL058W	YNL332W	0	NaN
YFL058W	YJR156C	0	NaN
YFL059W	YMR096W	0	NaN
YFL060C	YMR095C	0	0
YFL061W	YNL335W	0	NaN
YFL062W	YNL336W	0	NaN
YFL062W	YML132W	0	NaN
YFL062W	YGR295C	0	NaN
YFL062W	YJR161C	0	NaN
YFL062W	YHL048W	0	NaN
YFL062W	YKL219W	0	NaN
YFL062W	YNR075W	0	NaN
YFL062W	YGL263W	0	NaN
YFL065C	YPR203W	0	NaN
YGL002W	YHR110W	0	0
YGL008C	YPL036W	0	1
YGL019W	YOR039W	0	0
YGL039W	YGL157W	0	0
YGL039W	YOL151W	0	0
YGL048C	YOR259C	0	1
YGL048C	YOR117W	0	1
YGL051W	YGL053W	0	0
YGL058W	YMR022W	0	0
YGL058W	YOR339C	0	0
YGL077C	YNR056C	0	0
YGL078C	YNL112W	0	0
YGL091C	YIL003W	0	1
YGL106W	YOR257W	0	NaN
YGL120C	YKL078W	0	0
YGL147C	YNL067W	0	1
YGL157W	YOL151W	0	0
YGL194C	YNL330C	0	1
YGL255W	YLR130C	0	NaN
YGL257C	YNR059W	0	0
YGL258W	YOR387C	0	0
YGL263W	YNL336W	0	NaN
YGL263W	YGR295C	0	0
YGL263W	YML132W	0	NaN
YGL263W	YHL048W	0	NaN
YGL263W	YJR161C	0	0
YGL263W	YKL219W	0	NaN
YGL263W	YNR075W	0	0
YGR032W	YMR306W	0	0
YGR040W	YLR113W	0	0
YGR040W	YPR054W	0	0
YGR040W	YPL031C	0	0
YGR040W	YMR139W	0	0
YGR040W	YNL307C	0	0
YGR059W	YHR107C	0	0
YGR086C	YPL004C	0	0
YGR087C	YLR044C	0	0
YGR087C	YLR134W	0	0
YGR121C	YNL142W	0	0
YGR133W	YMR022W	0	0
YGR135W	YML092C	0	0
YGR135W	YGR253C	0	0
YGR135W	YMR314W	0	NaN
YGR138C	YOR273C	0	0
YGR152C	YOR101W	0	0
YGR154C	YKR076W	0	0
YGR154C	YMR251W	0	0
YGR177C	YOR377W	0	NaN
YGR191W	YKR039W	0	NaN
YGR191W	YOL020W	0	NaN
YGR191W	YPL274W	0	NaN
YGR191W	YLL061W	0	NaN
YGR191W	YNL268W	0	NaN
YGR191W	YPL265W	0	NaN
YGR191W	YNL270C	0	NaN
YGR191W	YOR348C	0	NaN
YGR192C	YJL052W	0	0
YGR199W	YOR321W	0	0
YGR224W	YKR105C	0	0
YGR224W	YPR198W	0	0
YGR240C	YMR205C	0	NaN
YGR253C	YOL038W	0	0
YGR253C	YML092C	0	NaN
YGR253C	YMR314W	0	NaN
YGR254W	YPL281C	0	NaN
YGR254W	YOR393W	0	0
YGR254W	YMR323W	0	NaN
YGR281W	YLL015W	0	0
YGR287C	YOL157C	0	NaN
YGR287C	YJL221C	0	0
YGR287C	YIL172C	0	NaN
YGR287C	YGR292W	0	0
YGR287C	YJL216C	0	0
YGR288W	YPR196W	0	0
YGR289C	YJR160C	0	NaN
YGR292W	YOL157C	0	NaN
YGR292W	YJL221C	0	0
YGR292W	YIL172C	0	NaN
YGR292W	YJL216C	0	0
YGR295C	YNL336W	0	NaN
YGR295C	YHL048W	0	NaN
YGR295C	YML132W	0	NaN
YGR295C	YJR161C	0	NaN
YGR295C	YKL219W	0	NaN
YGR295C	YNR075W	0	0
YHL035C	YLL015W	0	0
YHL040C	YHL047C	0	0
YHL040C	YKR106W	0	0
YHL040C	YOL158C	0	0
YHL047C	YKR106W	0	0
YHL047C	YOL158C	0	0
YHL048W	YNL336W	0	NaN
YHL048W	YJR161C	0	NaN
YHL048W	YML132W	0	NaN
YHL048W	YKL219W	0	NaN
YHL048W	YNR075W	0	NaN
YHR002W	YPR011C	0	0
YHR028C	YOR219C	0	0
YHR043C	YHR044C	0	0
YHR043C	YIL053W	0	0
YHR044C	YIL053W	0	0
YHR050W	YOL122C	0	0
YHR050W	YLR034C	0	0
YHR053C	YHR055C	0	NaN
YHR065C	YHR169W	0	NaN
YHR065C	YMR290C	0	0
YHR092C	YLR081W	0	0
YHR092C	YHR094C	0	0
YHR092C	YOL156W	0	NaN
YHR092C	YJL219W	0	0
YHR092C	YHR096C	0	0
YHR092C	YJL214W	0	0
YHR092C	YMR011W	0	0
YHR092C	YNR072W	0	NaN
YHR092C	YJR158W	0	NaN
YHR092C	YNL318C	0	0
YHR094C	YHR096C	0	0
YHR094C	YLR081W	0	0
YHR094C	YJL219W	0	0
YHR094C	YOL156W	0	NaN
YHR094C	YJL214W	0	0
YHR094C	YMR011W	0	0
YHR094C	YNR072W	0	NaN
YHR094C	YJR158W	0	NaN
YHR094C	YNL318C	0	0
YHR096C	YLR081W	0	0
YHR096C	YOL156W	0	NaN
YHR096C	YJL219W	0	0
YHR096C	YJL214W	0	0
YHR096C	YMR011W	0	NaN
YHR096C	YNR072W	0	NaN
YHR096C	YJR158W	0	NaN
YHR096C	YNL318C	0	0
YHR104W	YJR096W	0	0
YHR104W	YOR120W	0	0
YHR107C	YLR314C	0	1
YHR107C	YJR076C	0	1
YHR113W	YKL103C	0	0
YHR169W	YMR290C	0	NaN
YHR169W	YKR059W	0	NaN
YHR169W	YJL138C	0	NaN
YHR169W	YOR046C	0	NaN
YHR174W	YPL281C	0	NaN
YHR174W	YOR393W	0	NaN
YHR174W	YMR323W	0	NaN
YHR179W	YPL171C	0	0
YHR198C	YHR199C	0	0
YHR210C	YNR071C	0	0
YHR216W	YLR432W	0	0
YHR216W	YML056C	0	0
YIL002C	YOR109W	0	0
YIL006W	YIL134W	0	0
YIL009W	YMR246W	0	0
YIL009W	YOR317W	0	0
YIL013C	YOR011W	0	NaN
YIL013C	YNR070W	0	NaN
YIL013C	YPL058C	0	0
YIL013C	YOR328W	0	0
YIL013C	YOR153W	0	0
YIL015W	YLR121C	0	0
YIL015W	YLR120C	0	0
YIL015W	YIR039C	0	0
YIL035C	YOR061W	0	1
YIL043C	YML125C	0	0
YIL089W	YLR036C	0	0
YIL094C	YNL037C	0	NaN
YIL094C	YOR136W	0	NaN
YIL118W	YPR165W	0	0
YIL118W	YNL090W	0	0
YIL118W	YLR229C	0	0
YIL120W	YIL121W	0	0
YIL121W	YNL065W	0	0
YIL124W	YMR226C	0	0
YIL142W	YJL111W	0	NaN
YIL142W	YJR064W	0	0
YIL160C	YPL028W	0	0
YIL170W	YOL156W	0	NaN
YIL170W	YJL219W	0	0
YIL170W	YMR011W	0	NaN
YIL172C	YJL221C	0	NaN
YIL172C	YOL157C	0	NaN
YIL172C	YJL216C	0	NaN
YIL173W	YJL222W	0	NaN
YIR028W	YOR071C	0	0
YIR031C	YNL117W	0	NaN
YIR035C	YIR036C	0	0
YIR039C	YLR120C	0	0
YIR039C	YLR121C	0	0
YIR041W	YMR325W	0	NaN
YIR041W	YLR037C	0	0
YIR041W	YKL224C	0	NaN
YIR041W	YLL025W	0	0
YJL014W	YJL111W	0	NaN
YJL014W	YJR064W	0	0
YJL034W	YLL024C	0	0
YJL034W	YNL209W	0	NaN
YJL034W	YJR045C	0	0
YJL034W	YLR369W	0	NaN
YJL037W	YJL038C	0	0
YJL052W	YJR009C	0	0
YJL111W	YJR064W	0	0
YJL116C	YMR244W	0	0
YJL126W	YLR351C	0	0
YJL138C	YOR046C	0	0
YJL159W	YKL164C	0	1
YJL160C	YKL163W	0	0
YJL164C	YPL203W	0	0
YJL172W	YOL153C	0	0
YJL190C	YLR367W	0	1
YJL193W	YOR307C	0	0
YJL196C	YLR372W	0	0
YJL200C	YLR304C	0	NaN
YJL212C	YPR194C	0	0
YJL214W	YLR081W	0	0
YJL214W	YOL156W	0	NaN
YJL214W	YJL219W	0	0
YJL214W	YMR011W	0	0
YJL214W	YNR072W	0	NaN
YJL214W	YJR158W	0	NaN
YJL214W	YNL318C	0	0
YJL216C	YOL157C	0	NaN
YJL216C	YJL221C	0	0
YJL219W	YOL156W	0	NaN
YJL219W	YLR081W	0	0
YJL219W	YMR011W	0	0
YJL219W	YNR072W	0	NaN
YJL219W	YJR158W	0	NaN
YJL219W	YNL318C	0	NaN
YJL219W	YOL103W	0	0
YJL221C	YOL157C	0	NaN
YJR032W	YLR216C	0	0
YJR045C	YLR369W	0	NaN
YJR045C	YLL024C	0	NaN
YJR045C	YNL209W	0	NaN
YJR058C	YLR170C	0	0
YJR068W	YNL290W	0	0
YJR068W	YOL094C	0	1
YJR095W	YOR222W	0	0
YJR096W	YOR120W	0	0
YJR130C	YLL058W	0	0
YJR152W	YLR004C	0	0
YJR156C	YNL332W	0	NaN
YJR158W	YNR072W	0	NaN
YJR158W	YLR081W	0	NaN
YJR158W	YOL156W	0	NaN
YJR158W	YMR011W	0	NaN
YJR158W	YNL318C	0	NaN
YJR159W	YLR070C	0	0
YJR161C	YNL336W	0	NaN
YJR161C	YML132W	0	NaN
YJR161C	YKL219W	0	NaN
YJR161C	YNR075W	0	0
YKL046C	YMR238W	0	1
YKL081W	YPL048W	0	0
YKL085W	YOL126C	0	0
YKL106W	YLR027C	0	0
YKL150W	YML125C	0	0
YKL152C	YOL056W	0	NaN
YKL161C	YLR113W	0	0
YKL161C	YPR054W	0	0
YKL163W	YKL164C	0	NaN
YKL166C	YPL203W	0	0
YKL166C	YPL209C	0	0
YKL219W	YML132W	0	NaN
YKL219W	YNL336W	0	NaN
YKL219W	YNR075W	0	NaN
YKL220C	YOR381W	0	0
YKL220C	YNR060W	0	0
YKL220C	YOR384W	0	0
YKL224C	YMR325W	0	NaN
YKL224C	YLR037C	0	NaN
YKL224C	YLL025W	0	NaN
YKR014C	YOR089C	0	1
YKR014C	YNL093W	0	0
YKR014C	YLR262C	0	0
YKR014C	YML001W	0	0
YKR039W	YPL274W	0	0
YKR039W	YOL020W	0	0
YKR039W	YLL061W	0	0
YKR039W	YNL268W	0	NaN
YKR039W	YNL270C	0	0
YKR039W	YPL265W	0	0
YKR039W	YOR348C	0	0
YKR059W	YOR046C	0	0
YKR076W	YMR251W	0	NaN
YKR105C	YPR198W	0	0
YKR106W	YOL158C	0	0
YLL015W	YLL048C	0	0
YLL024C	YNL209W	0	0
YLL024C	YLR369W	0	NaN
YLL025W	YLR037C	0	0
YLL025W	YMR325W	0	0
YLL028W	YOR273C	0	0
YLL028W	YPR156C	0	0
YLL051C	YOR381W	0	0
YLL051C	YNR060W	0	0
YLL051C	YOR384W	0	0
YLL061W	YOL020W	0	0
YLL061W	YNL270C	0	0
YLR034C	YOL122C	0	0
YLR037C	YMR325W	0	0
YLR044C	YLR134W	0	0
YLR081W	YOL156W	0	NaN
YLR081W	YMR011W	0	0
YLR081W	YNR072W	0	NaN
YLR081W	YNL318C	0	0
YLR120C	YLR121C	0	0
YLR146C	YPR069C	0	0
YLR152C	YOR092W	0	0
YLR152C	YNL095C	0	0
YLR155C	YLR160C	0	NaN
YLR155C	YLR158C	0	NaN
YLR155C	YLR157C	0	NaN
YLR156W	YLR161W	0	NaN
YLR156W	YLR159W	0	NaN
YLR157C	YLR160C	0	NaN
YLR157C	YLR158C	0	NaN
YLR158C	YLR160C	0	NaN
YLR159W	YLR161W	0	NaN
YLR178C	YLR179C	0	0
YLR188W	YPL270W	0	0
YLR197W	YOR310C	0	0
YLR210W	YPR119W	0	0
YLR212C	YML085C	0	NaN
YLR212C	YML124C	0	0
YLR229C	YPR165W	0	0
YLR229C	YNL090W	0	0
YLR237W	YOR192C	0	0
YLR237W	YOR071C	0	0
YLR262C	YOR089C	0	0
YLR262C	YML001W	0	0
YLR262C	YNL093W	0	0
YLR307W	YLR308W	0	NaN
YLR342W	YMR306W	0	0
YLR343W	YMR307W	0	0
YLR369W	YNL209W	0	NaN
YLR438W	YOL140W	0	NaN
YLR460C	YNL134C	0	0
YLR466C-B	YLL066W-B	0	NaN
YML001W	YOR089C	0	1
YML001W	YNL093W	0	0
YML001W	YNL090W	0	0
YML092C	YOL038W	0	0
YML092C	YMR314W	0	NaN
YML116W	YOR378W	0	NaN
YML120C	YMR145C	0	0
YML132W	YNL336W	0	NaN
YML132W	YNR075W	0	NaN
YMR006C	YMR008C	0	0
YMR006C	YOL011W	0	0
YMR011W	YOL156W	0	NaN
YMR011W	YNR072W	0	NaN
YMR011W	YNL318C	0	0
YMR022W	YOR339C	0	0
YMR054W	YOR270C	0	NaN
YMR083W	YMR303C	0	0
YMR083W	YOL086C	0	0
YMR095C	YNL334C	0	NaN
YMR096W	YNL333W	0	0
YMR139W	YPL031C	0	0
YMR169C	YMR170C	0	0
YMR169C	YOR374W	0	0
YMR169C	YPL061W	0	0
YMR170C	YOR374W	0	0
YMR170C	YPL061W	0	0
YMR210W	YPL095C	0	0
YMR214W	YNL064C	0	0
YMR253C	YPL264C	0	0
YMR266W	YOL084W	0	0
YMR279C	YOR378W	0	0
YMR303C	YOL086C	0	0
YMR314W	YOL038W	0	NaN
YMR316W	YOR385W	0	0
YMR322C	YPL280W	0	NaN
YMR322C	YOR391C	0	NaN
YMR323W	YPL281C	0	NaN
YMR323W	YOR393W	0	NaN
YNL014W	YPL226W	0	0
YNL018C	YNL034W	0	NaN
YNL019C	YNL033W	0	NaN
YNL037C	YOR136W	0	0
YNL090W	YPR165W	0	NaN
YNL090W	YOR089C	0	0
YNL093W	YOR185C	0	0
YNL112W	YOR204W	0	0
YNL142W	YPR138C	0	NaN
YNL231C	YNL264C	0	NaN
YNL268W	YNL270C	0	NaN
YNL268W	YOL020W	0	NaN
YNL268W	YPL274W	0	NaN
YNL270C	YPL265W	0	0
YNL270C	YOL020W	0	0
YNL290W	YOL094C	0	0
YNL318C	YOL156W	0	NaN
YNL318C	YNR072W	0	NaN
YNL323W	YNR048W	0	NaN
YNL336W	YNR075W	0	NaN
YNR001C	YPR001W	0	0
YNR060W	YOR384W	0	0
YNR070W	YPL058C	0	NaN
YNR070W	YOR328W	0	NaN
YNR070W	YOR153W	0	NaN
YNR070W	YOR011W	0	NaN
YNR072W	YOL156W	0	NaN
YNR072W	YOL103W	0	NaN
YOL020W	YPL274W	0	0
YOL020W	YPL265W	0	0
YOL020W	YOR348C	0	0
YOL055C	YPL258C	0	0
YOL055C	YPR121W	0	0
YOL082W	YOL083W	0	0
YOL103W	YOL156W	0	NaN
YOL119C	YOR306C	0	0
YOR011W	YPL058C	0	0
YOR011W	YOR153W	0	0
YOR011W	YOR328W	0	0
YOR071C	YOR192C	0	0
YOR094W	YPL051W	0	0
YOR094W	YPL218W	0	NaN
YOR100C	YPR058W	0	0
YOR100C	YOR130C	0	NaN
YOR130C	YPR058W	0	NaN
YOR151C	YOR207C	0	0
YOR153W	YOR328W	0	0
YOR153W	YPL058C	0	0
YOR162C	YOR172W	0	0
YOR207C	YPR010C	0	NaN
YOR229W	YOR230W	0	0
YOR230W	YPL139C	0	0
YOR328W	YPL058C	0	0
YOR348C	YPL265W	0	0
YOR374W	YPL061W	0	1
YOR381W	YOR384W	0	0
YOR390W	YPL279C	0	NaN
YOR391C	YPL280W	0	NaN
YOR393W	YPL281C	0	NaN
YOR394W	YPL282C	0	NaN
YPL031C	YPR054W	0	0
YPL051W	YPL218W	0	NaN
YPL258C	YPR121W	0	0
YPR013C	YPR015C	0	0
YPR119W	YPR120C	0	0
Q0050	Q0055	0	NaN
YAL015C	YOL043C	1	0
YAL017W	YOL045W	1	0
YAL034C	YOR338W	1	0
YAR042W	YDL019C	1	0
YBL061C	YER096W	1	0
YBL091C-A	YER120W	1	0
YBR078W	YDR055W	1	0
YBR089C-A	YPR052C	1	NaN
YBR140C	YOL081W	1	1
YBR182C	YPL089C	1	0
YBR197C	YPL077C	1	0
YBR214W	YGL056C	1	0
YBR273C	YJL048C	1	0
YBR284W	YJL070C	1	0
YCL011C	YNL004W	1	0
YCL035C	YDR513W	1	0
YCL036W	YDR514C	1	0
YCL069W	YKR105C	1	0
YCR026C	YEL016C	1	NaN
YCR091W	YNR047W	1	0
YDL036C	YOL066C	1	0
YDL048C	YLR375W	1	0
YDL070W	YLR399C	1	0
YDL079C	YMR139W	1	0
YDL127W	YDL179W	1	0
YDL138W	YDL194W	1	0
YDL155W	YLR210W	1	0
YDL181W	YDL130W-A	1	0
YDR066C	YER139C	1	0
YDR096W	YER169W	1	0
YDR146C	YLR131C	1	0
YDR151C	YLR136C	1	0
YDR185C	YLR168C	1	0
YDR200C	YLR238W	1	0
YDR213W	YLR228C	1	1
YDR247W	YPL026C	1	0
YDR251W	YPL032C	1	0
YDR263C	YOR033C	1	0
YDR351W	YHR103W	1	0
YDR409W	YOR156C	1	1
YDR475C	YOR019W	1	0
YDR492W	YOL101C	1	NaN
YDR505C	YLR177W	1	0
YEL006W	YIL006W	1	1
YEL041W	YJR049C	1	NaN
YEL060C	YOR003W	1	0
YER039C	YGL225W	1	NaN
YER056C-A	YIL052C	1	NaN
YER059W	YIL050W	1	0
YFL042C	YLR072W	1	0
YFR014C	YOL016C	1	0
YFR040W	YGL229C	1	0
YGL063W	YPL212C	1	0
YGL089C	YPL187W	1	NaN
YGL158W	YLR248W	1	0
YGR004W	YLR324W	1	0
YGR027C	YLR333C	1	1
YGR049W	YLR356W	1	0
YGR070W	YLR371W	1	0
YGR197C	YJR015W	1	0
YGR221C	YHR149C	1	NaN
YGR243W	YHR162W	1	0
YGR279C	YMR305C	1	0
YHR030C	YKL161C	1	0
YHR115C	YNL116W	1	NaN
YHR132W-A	YNL157W	1	0
YHR135C	YNL154C	1	1
YHR139C	YNL160W	1	0
YIL095W	YNL020C	1	1
YIL105C	YNL047C	1	1
YIL123W	YNL066W	1	0
YIL131C	YNL068C	1	0
YIL151C	YKR096W	1	0
YJL105W	YKR029C	1	0
YJL116C	YKR042W	1	NaN
YJL129C	YKR050W	1	0
YJL159W	YKL163W	1	0
YJL165C	YKL168C	1	0
YJR054W	YML047C	1	0
YJR059W	YKL198C	1	1
YJR061W	YKL201C	1	0
YJR127C	YML081W	1	NaN
YKL065C	YMR040W	1	0
YKL129C	YMR109W	1	1
YKL133C	YMR115W	1	0
YKL141W	YMR118C	1	NaN
YKR072C	YOR054C	1	1
YKR089C	YOR081C	1	0
YLL016W	YLR310C	1	NaN
YML109W	YMR273C	1	1
YMR177W	YPL224C	1	0
YMR186W	YPL240C	1	1
YNL098C	YOR101W	1	1
YNL108C	YOR110W	1	0
YNL293W	YOL112W	1	NaN
YOR204W	YPL119C	1	1
YAL005C	YPL106C	0	0
YAL005C	YBR169C	0	0
YAL005C	YHR064C	0	0
YAL019W	YFR038W	0	0
YAL019W	YGL163C	0	0
YAL026C	YDR093W	0	NaN
YAL026C	YER166W	0	NaN
YAL026C	YIL048W	0	NaN
YAL029C	YHR023W	0	NaN
YAL029C	YMR109W	0	0
YAL039C	YKL087C	0	0
YAL053W	YPL221W	0	1
YAL063C	YAR050W	0	0
YAL063C	YHR211W	0	NaN
YAL064C-A	YHR213W	0	NaN
YAL064C-A	YAR062W	0	NaN
YAL068C	YGL261C	0	NaN
YAL068C	YJL223C	0	NaN
YAL068C	YIL176C	0	NaN
YAL068C	YLR461W	0	0
YAL068C	YHL046C	0	NaN
YAL068C	YNR076W	0	NaN
YAL068C	YLL064C	0	NaN
YAL068C	YGR294W	0	0
YAL068C	YEL049W	0	0
YAL068C	YDR542W	0	0
YAL068C	YOL161C	0	0
YAL068C	YBR301W	0	0
YAL068C	YFL020C	0	0
YAL068C	YKL224C	0	NaN
YAL068C	YLR037C	0	NaN
YAL068C	YPL282C	0	0
YAL068C	YOR394W	0	NaN
YAL068C	YMR325W	0	0
YAL068C	YCR104W	0	0
YAL068C	YLL025W	0	0
YAL068C	YIR041W	0	0
YAR023C	YAR027W	0	0
YAR023C	YCR007C	0	0
YAR023C	YAR031W	0	0
YAR023C	YAR033W	0	0
YAR023C	YGL053W	0	0
YAR023C	YGL051W	0	0
YAR023C	YAR028W	0	0
YAR027W	YAR031W	0	0
YAR028W	YAR031W	0	0
YAR031W	YGL053W	0	0
YAR031W	YAR033W	0	0
YAR031W	YGL051W	0	NaN
YAR031W	YCR007C	0	NaN
YAR035W	YER024W	0	0
YBL002W	YDR224C	0	NaN
YBL003C	YOL012C	0	0
YBL011W	YKR067W	0	1
YBL016W	YHR030C	0	NaN
YBL016W	YKL161C	0	NaN
YBL016W	YKL139W	0	NaN
YBL017C	YNR065C	0	0
YBL023C	YLR274W	0	1
YBL023C	YPR019W	0	1
YBL023C	YBR202W	0	1
YBL023C	YGL201C	0	0
YBL042C	YIR028W	0	0
YBL063W	YEL061C	0	1
YBL068W	YOL061W	0	0
YBL075C	YHR064C	0	0
YBL113C	YHL050C	0	NaN
YBL113C	YHR219W	0	NaN
YBR002C	YMR101C	0	NaN
YBR008C	YOR273C	0	NaN
YBR008C	YPR156C	0	NaN
YBR008C	YGR138C	0	0
YBR009C	YNL030W	0	1
YBR028C	YMR104C	0	0
YBR028C	YKL126W	0	NaN
YBR028C	YPL203W	0	NaN
YBR028C	YJL164C	0	0
YBR028C	YKL166C	0	0
YBR038W	YNL192W	0	NaN
YBR054W	YCR021C	0	0
YBR073W	YGL163C	0	0
YBR073W	YJR035W	0	0
YBR078W	YDR522C	0	0
YBR078W	YCL048W	0	0
YBR080C	YLR397C	0	0
YBR082C	YDR177W	0	0
YBR082C	YEL012W	0	0
YBR082C	YLR306W	0	0
YBR082C	YER100W	0	0
YBR082C	YGR133W	0	0
YBR104W	YPL134C	0	0
YBR104W	YOR222W	0	0
YBR105C	YGR066C	0	0
YBR118W	YDR172W	0	0
YBR118W	YKR084C	0	0
YBR132C	YPL265W	0	0
YBR132C	YGR191W	0	NaN
YBR142W	YHR065C	0	0
YBR142W	YPL119C	0	0
YBR142W	YOR204W	0	0
YBR142W	YMR290C	0	0
YBR142W	YNL112W	0	0
YBR142W	YDR194C	0	NaN
YBR160W	YKL139W	0	0
YBR160W	YLR113W	0	0
YBR160W	YPL042C	0	NaN
YBR160W	YHR030C	0	1
YBR160W	YPR054W	0	0
YBR160W	YKL161C	0	0
YBR160W	YDL079C	0	0
YBR162C	YJL171C	0	0
YBR169C	YNL209W	0	0
YBR169C	YDL229W	0	0
YBR169C	YEL030W	0	0
YBR169C	YJR045C	0	NaN
YBR192W	YEL006W	0	NaN
YBR199W	YDR483W	0	0
YBR199W	YOR099W	0	0
YBR199W	YBR205W	0	0
YBR199W	YKR061W	0	0
YBR199W	YJL139C	0	0
YBR199W	YIL085C	0	0
YBR199W	YNL029C	0	NaN
YBR202W	YPR019W	0	1
YBR202W	YLR274W	0	1
YBR205W	YDR483W	0	0
YBR205W	YPL053C	0	0
YBR205W	YNL029C	0	0
YBR205W	YIL085C	0	0
YBR207W	YER145C	0	0
YBR237W	YNL112W	0	0
YBR237W	YOR204W	0	0
YBR264C	YGL210W	0	0
YBR264C	YER031C	0	0
YBR264C	YOR185C	0	0
YBR264C	YLR293C	0	NaN
YBR264C	YIL118W	0	0
YBR267W	YLR387C	0	1
YBR274W	YOL016C	0	0
YBR284W	YML035C	0	0
YBR301W	YGR294W	0	0
YBR301W	YEL049W	0	0
YBR301W	YGL261C	0	0
YBR301W	YJL223C	0	NaN
YBR301W	YIL176C	0	NaN
YBR301W	YLR461W	0	0
YBR301W	YHL046C	0	0
YBR301W	YNR076W	0	NaN
YBR301W	YLL064C	0	NaN
YBR301W	YDR542W	0	0
YBR301W	YOL161C	0	0
YBR301W	YFL020C	0	0
YBR301W	YKL224C	0	NaN
YBR301W	YLR037C	0	0
YBR301W	YPL282C	0	0
YBR301W	YOR394W	0	NaN
YBR301W	YMR325W	0	0
YBR301W	YCR104W	0	0
YBR301W	YLL025W	0	0
YBR301W	YIR041W	0	0
YBR302C	YIR043C	0	NaN
YCL064C	YIL167W	0	0
YCL067C	YCR096C	0	NaN
YCL069W	YGR224W	0	0
YCL069W	YPR198W	0	0
YCR002C	YHR107C	0	1
YCR002C	YJR076C	0	1
YCR002C	YLR314C	0	1
YCR002C	YGR059W	0	0
YCR027C	YOR101W	0	0
YCR027C	YNL098C	0	0
YCR027C	YGR152C	0	0
YCR027C	YKR055W	0	0
YCR039C	YCR096C	0	NaN
YCR045C	YOR003W	0	0
YCR045C	YEL060C	0	0
YCR069W	YML078W	0	0
YCR069W	YHR057C	0	0
YCR069W	YDR304C	0	0
YCR073W-A	YHR163W	0	0
YCR073W-A	YGR248W	0	0
YCR083W	YLR043C	0	0
YCR083W	YGR209C	0	0
YCR104W	YPL282C	0	NaN
YCR104W	YOR394W	0	NaN
YCR104W	YFL020C	0	0
YCR104W	YOL161C	0	NaN
YCR104W	YNR076W	0	NaN
YCR104W	YLL064C	0	NaN
YCR104W	YJL223C	0	NaN
YCR104W	YIL176C	0	NaN
YCR104W	YHL046C	0	0
YCR104W	YGL261C	0	0
YCR104W	YGR294W	0	NaN
YCR104W	YEL049W	0	NaN
YCR104W	YLR461W	0	0
YCR104W	YDR542W	0	NaN
YCR107W	YJR155W	0	0
YDL006W	YER089C	0	0
YDL007W	YGL048C	0	1
YDL007W	YOR117W	0	0
YDL007W	YKL145W	0	1
YDL007W	YOR259C	0	1
YDL007W	YPR173C	0	NaN
YDL007W	YGR028W	0	0
YDL042C	YPL015C	0	NaN
YDL047W	YLR433C	0	NaN
YDL047W	YML057W	0	NaN
YDL064W	YDR177W	0	0
YDL064W	YOR339C	0	NaN
YDL064W	YLR306W	0	0
YDL064W	YEL012W	0	NaN
YDL079C	YNL307C	0	0
YDL079C	YLR113W	0	0
YDL079C	YPL031C	0	0
YDL079C	YOR061W	0	0
YDL079C	YKL161C	0	0
YDL084W	YDL160C	0	NaN
YDL084W	YHR065C	0	0
YDL084W	YPL119C	0	0
YDL084W	YOR204W	0	0
YDL084W	YNL112W	0	0
YDL084W	YGL078C	0	0
YDL084W	YMR290C	0	0
YDL090C	YPR176C	0	NaN
YDL101C	YFR014C	0	0
YDL101C	YOL016C	0	0
YDL101C	YPL203W	0	0
YDL101C	YKL166C	0	0
YDL108W	YKL139W	0	0
YDL108W	YPL042C	0	NaN
YDL108W	YHR030C	0	0
YDL108W	YLR113W	0	0
YDL108W	YPR054W	0	0
YDL114W	YLR426W	0	NaN
YDL126C	YLR397C	0	0
YDL126C	YLL034C	0	NaN
YDL127W	YNL289W	0	0
YDL134C	YNR032W	0	0
YDL134C	YER133W	0	0
YDL134C	YPL179W	0	0
YDL134C	YLR433C	0	0
YDL134C	YML057W	0	0
YDL137W	YMR138W	0	0
YDL138W	YFL011W	0	0
YDL138W	YMR011W	0	0
YDL138W	YHR092C	0	0
YDL138W	YLR081W	0	0
YDL138W	YDR345C	0	0
YDL138W	YHR096C	0	0
YDL138W	YDR343C	0	NaN
YDL138W	YDR342C	0	NaN
YDL138W	YHR094C	0	0
YDL155W	YGR108W	0	0
YDL155W	YPR119W	0	1
YDL159W	YOR231W	0	NaN
YDL159W	YPL140C	0	NaN
YDL159W	YDR523C	0	NaN
YDL160C	YKR059W	0	NaN
YDL160C	YJL138C	0	NaN
